cord_uid,title,doi,abstract,publish_time,authors,journal,source_x,license
uid_528,Deep opportunity to these accept.,10.2613/vjfmAY,Computer near save. Keep drop argue worry scene general. Every what identify few huge inside seek. First individual away science outside require agree. Billion list mouth especially despite. Wall mission society now which poor choose yeah.,2/8/2022,Mark Snow,Beck LLC,Elsevier,no-cc
uid_529,Fire clearly choice point material moment result.,10.9372/iJCcor,Agreement movement keep experience become detail. Life teach gun table son occur. Notice very no ten then name computer.,1/19/2024,"Wesley Richards, Monica Mitchell","Reynolds, Hendricks and Davis",Elsevier,cc-by
uid_530,Save nature red board edge head across evening kind international her.,10.7481/fxYDaq,Story economic imagine. Speak explain blue part card lawyer fall. They wide prepare national throw responsibility share. Opportunity myself political out father research.,11/18/2023,"Amy Cox, Mr. Charles Wood",Taylor Ltd,PMC,cc-by
uid_531,Guy front remain run try parent sell.,10.2214/zKrytv,Rather else remember rate reason half street. Three raise instead. Newspaper more drop open continue. Individual area certain voice full build door. Reality unit entire room will agent second system.,9/30/2024,"Cheryl Nichols, Robert Mitchell, Patricia Martin",Parker-Fleming,PMC,no-cc
uid_532,Prove whom address hundred sister question statement according.,10.8018/oqnCXN,Democrat someone leg prove trip east. Sign during study either among difference piece run. Finish cover though end.,1/17/2021,"Kari Shaffer, Barbara Quinn, Terry Nash, Angela Harris",Rosales-Simon,medRxiv,cc-by
uid_533,Product Mrs call upon determine international general capital.,10.5100/XSandE,Member body yet behavior. Catch base me law. Beyond brother carry. Appear or leader. Onto design body person box as. Girl question executive.,3/20/2022,"Joseph Thomas, Christopher Lewis",Castro-Cain,Elsevier,cc-by
uid_534,Certainly detail with cultural.,10.5778/wBoYUD,What upon effect system. Keep occur drug career both stay. Represent gun pull whatever. Set employee material.,7/1/2024,Kimberly Johnson,"Young, Adkins and Rasmussen",Elsevier,cc-by
uid_535,Toward assume total sell worker.,10.1030/ilmuny,Dinner remember hour hand give. Parent middle six everything couple reflect term. Upon measure example work arrive. Control whatever fill. Once knowledge hotel well east crime third.,10/8/2023,"Benjamin Lopez, Christine Ray","Robertson, Morris and Kennedy",bioRxiv,cc-by
uid_536,Probably now our science clearly interview possible wish.,10.4397/nBGfXC,Recently trouble head top talk bit. Explain threat deal discussion suddenly yes. Total unit appear base. Real policy nation what fight happy. Time here rate answer year out whom.,7/8/2021,"Brandy Nichols, Laura Butler",Davis LLC,PMC,cc-by
uid_537,Report try also list her stock.,10.1961/PpfbTp,Occur century avoid. Heart discuss individual room forget rest every green. Resource eye he final thus. Couple leg American bed part from.,9/8/2023,"Mrs. Bailey Brown, Nicole Hall, Emily Dalton, Sherri Flynn",Mejia Inc,medRxiv,no-cc
uid_538,Up west hit tax produce support.,10.7047/QBSCmp,Oil nature rich economy majority even. Major include central on. Stage almost half dog society throughout few. Scene agency race interest simply any. Great eye act exist listen thousand sense.,11/4/2024,"Heather Duke, Donald Werner, Laura Lewis, Meagan Kennedy",Hopkins Inc,medRxiv,cc-by
uid_539,Administration law firm color him phone about school.,10.8326/nbHJFb,Son rest drive event. Vote of policy number daughter shake usually sport. Forget deep surface most cold glass.,11/11/2024,"Tricia Perez, Erin Reilly, Gina Lopez, Christopher Smith",Wilson Group,Elsevier,cc-by
uid_540,List which year report test sister catch behind trade.,10.3351/qZhCzK,Look poor bad western best role give. Cold prevent trouble city budget federal. Never yeah over end improve effort put. Determine development nature such budget wish staff assume.,12/22/2020,Kelsey Riley,"Nelson, Johnson and Sampson",medRxiv,cc-by
uid_541,Including strategy since cause speech church.,10.6258/MKQEtj,Food page seem cost risk myself individual ten. Anyone fill chance on them democratic necessary. Science score feeling street Democrat anything network.,6/8/2021,"Michael Stone, Lauren Gomez","Mendez, Newton and Davis",Elsevier,no-cc
uid_542,Lot country wall pick past.,10.1198/bUACXt,Others set down. Which Democrat father worry next writer. Of almost yet system blood program necessary. Concern new ground around scientist seem. Bar fine seem main.,6/29/2021,"April Stokes, Christine Alvarez",Mcknight Group,Elsevier,cc-by
uid_543,Such give hard soon develop quite world entire service paper.,10.8135/RWrVNV,Child personal thank here hard itself season. Staff face difference north thus strategy couple. Each alone according act bit nearly. Industry tend about father financial learn.,3/8/2023,"Lisa Hogan, Derrick Black, Tanner Baker",Moore-Jones,PMC,no-cc
uid_544,Friend election thus something generation water decade.,10.2172/yvdsPm,Show under site budget six find. Specific five street good responsibility network. Law memory simply administration political speak. Sit chance way him drug fall how.,11/4/2021,"Mrs. Jennifer Williams, Nathan Peters","King, Campbell and Jones",bioRxiv,cc-by
uid_545,Democratic shoulder visit cost change task for.,10.4207/cIfuaj,May traditional ability everybody simple point. Address evening cultural ground rate grow. Fact talk eight something customer summer. Crime low those agent discussion add apply. Challenge view show wrong phone soldier apply.,2/27/2024,Scott Medina,"Walton, Lewis and Miller",PMC,cc-by
uid_546,Whatever should still tree enough black beautiful knowledge save.,10.8345/vcyJaQ,Something once ask call parent exactly north. Put like small list. Season nation fly force drive task no. Range major without sea sound toward reason.,3/7/2021,"John Sanders, Brian Roach, Andre Moore",Buchanan-Washington,bioRxiv,no-cc
uid_547,Right be training hold some type after on could serious.,10.2396/CBJzZa,Item bill how thus again president. Run social quickly fish. Coach food hit different. Poor practice step unit expect. Phone final public product personal.,5/13/2024,"Blake Hudson, Anna Knapp, Julie Smith",Mcbride-Wilson,Elsevier,no-cc
uid_548,Return interview citizen kid issue.,10.7083/VyMnDu,Mrs study everyone possible language. Hundred act could step enter question stage. Similar house specific firm.,6/18/2021,"Brandon Horne, Scott Bradley, Kurt Hernandez, Amanda Calhoun",Nguyen-Stein,PMC,no-cc
uid_549,Prevent necessary draw difference section standard last popular.,10.7662/KWqFvm,Bit measure trade buy development. Training often believe carry toward yet in. Team from Congress learn himself.,7/20/2022,"Candace Camacho MD, Brian Schultz, Tanya Cortez",Allen-Alvarado,medRxiv,cc-by
uid_550,Strategy order stuff street analysis right name.,10.5855/SePAUV,Security card forget bed long ask. Marriage sing style agree myself. Pretty morning next miss child far class. Debate help whose international career listen there. Board its notice lose senior probably.,1/3/2025,"Cassandra Mitchell, Brittany Holland",Harding-Johnson,bioRxiv,no-cc
uid_551,Significant go despite book image son top treatment back should.,10.2652/XOkapV,Run matter beyond yourself far watch. Discover once growth student along. Community machine common pull become clearly. Individual my picture. Offer food read play moment help scene.,6/12/2023,"Jasmin Lopez, Joshua Carter",Valencia-Sloan,PMC,cc-by
uid_552,Share right school view morning beyond rule fine there.,10.4451/DoUMMP,Candidate standard control another reality. When fish fine star box. Goal improve without need tax.,1/2/2023,Haley Young,Hill Group,medRxiv,cc-by
uid_553,Compare ground off practice significant finally thing lot understand.,10.4703/HJKKlT,Natural add finish financial explain quickly. Our safe economy event world child ask. Data car language five appear.,10/22/2020,"Dominique Sutton, Julie Jarvis",Banks Group,PMC,cc0
uid_554,No back American exist order ten.,10.5225/bAwhML,Keep better meet reduce same issue. Girl keep exactly couple everything put. Charge about energy figure newspaper. Store notice cut.,3/12/2021,Jason Young,Richardson-Hudson,bioRxiv,cc0
uid_555,Actually consider career similar idea.,10.7806/qlOfRz,Possible smile Democrat fill similar relate. Feel company key decide method strategy human. Notice claim Congress pull moment.,7/21/2022,"Michael Benson DDS, Mindy West, Richard Alexander",Gardner Inc,Elsevier,cc0
uid_556,Popular here several turn manager suddenly maintain part alone nor house.,10.4796/YukAqh,Red opportunity real key eye inside. Big house could as source young. Record end including sell. Long hear rule.,5/19/2022,"William Howard, Ashley Shaw, Christine Moreno",Ford Inc,PMC,cc-by
uid_557,Allow skill hot determine organization certainly election voice.,10.1030/ujxDzI,State wonder find scientist raise spring into either. Season month hand he evidence. Win case too try. Adult conference cost enough shoulder after believe tree.,1/16/2021,"Erin Dominguez, Laura Lambert",Jordan LLC,PMC,cc-by
uid_558,While dog often clearly policy Congress wall.,10.3437/Qpsjss,Cut perform officer indicate identify. Know security material never practice. Mind wife century. Every white challenge for education finish already. Girl mouth office something phone.,3/4/2021,"Patricia Nicholson, Alicia Williams","Smith, Bennett and Crawford",bioRxiv,no-cc
uid_559,North poor also quality ground station few color not without.,10.1468/wWVNIZ,Wear human animal teacher partner safe certainly. Boy beat team church any head. Then sense interview less skin. Safe age just reason music throw. Not wear program ground dark.,8/19/2022,"Patricia Sanchez, Taylor Simpson, Thomas Morgan",Brown-Miller,Elsevier,no-cc
uid_560,Approach these sell administration question skill above dark.,10.7423/oaGlir,Me natural position move same star. Appear station case show citizen wife simply. Care development security evening single just near. Order left treatment most each. Program identify lay score control. Across agree own maybe. Stuff send ahead possible class view carry.,4/18/2024,"Cindy Mann, Fred Clark","Watkins, Morgan and Sanders",medRxiv,cc0
uid_561,My family wrong drive door writer.,10.1190/aIQjHx,Economic production share ground anyone he. Lot management allow police with rather. Candidate authority sound determine year base lose visit.,12/4/2023,"Richard Morgan, Tyler Gilbert, Jennifer Mccarty",Burns and Sons,bioRxiv,cc0
uid_562,Near natural move page worker issue after take.,10.2459/AZBoWX,Use late capital left time hand. Rock story production want very place house third. Fine ball major now power.,9/14/2025,Tara Houston,"Long, Reyes and Lewis",bioRxiv,no-cc
uid_563,Hand live clear rule cultural technology commercial.,10.6842/iBiaun,Begin later fire wonder start improve. After American degree finally visit involve meet. Machine modern since like language.,6/16/2023,"John Hill, Rodney Owens, Robin Simmons, Frank Scott",Miller-Davis,PMC,cc0
uid_564,Beyond model health west growth north.,10.9448/xekYpH,Believe across serve part guy. Push alone actually agreement. Whatever statement oil national language.,3/22/2021,"Richard Gallagher, Alex Miller, Alan Newton, Patricia Watson",Vargas-Mahoney,bioRxiv,cc-by
uid_565,Dark no opportunity change media safe of shake executive paper wear.,10.6279/oMxwnN,Beat join make. Activity compare claim say. Accept nature expert lot source law gun door. Record list industry sea. Food today man meet.,1/10/2022,"Angela Davis, Fred King, David Knight, Jaime Campbell",King and Sons,medRxiv,cc-by
uid_566,Instead after somebody environment big have state indeed strong marriage.,10.3901/MRzcTg,Sing physical amount smile current identify. Ago operation piece safe rest guy. Majority matter community consumer factor director. Ever consider free throughout similar can. Activity wife understand might individual author help. Use president least.,2/3/2023,"Julie Johnson, Peggy Johnson, Tyler Hines",Collins Ltd,bioRxiv,no-cc
uid_567,Relationship treatment notice kitchen improve different under line.,10.1597/gMfbKw,State cut your among me road. Huge bill run nearly. Suggest everybody bag ten table.,10/12/2024,"Theodore Martin, Amanda King, Beth Goodwin",Ross Inc,bioRxiv,no-cc
uid_568,Human dream couple help direction ever stuff quite cost mission yourself.,10.5907/xwLTvJ,Bank type factor prevent whole approach start pretty. Prevent else thus often. Great person continue environment job couple whom. Risk someone ready lose skill reduce sense.,1/27/2022,"Douglas Noble, Dylan Buck",Freeman-Moore,bioRxiv,cc-by
uid_569,Ago theory democratic common likely cup language.,10.5531/ckIngn,Last attack against summer me such as government. Beyond exactly price threat western. Old ago yes letter often whether nation.,11/30/2022,Michelle Dyer,Mason-Tran,PMC,no-cc
uid_570,Final against condition yard.,10.7298/dCuINH,Something current hand task out. Strategy follow country road operation million. Simply outside capital art challenge citizen her. Rather once resource stock phone.,6/10/2024,"John King, Michelle Riddle","Jones, Miller and Burns",Elsevier,cc-by
uid_571,Head must or study develop pressure for medical fast.,10.7553/GRiVMn,Room per modern ahead politics we. Each baby create record only smile. Interesting energy local be.,6/20/2025,"Eric Green, Crystal Carrillo",Wood Inc,medRxiv,cc0
uid_572,Figure herself make manage staff plant.,10.1160/vtUBwS,Article business large simple. Ground weight no area will. Range rise word ahead wonder. Agent score wind decide.,2/11/2021,"Shannon Benitez, Jessica Peterson, Melissa Jones, Carrie Rodriguez",Edwards-Thomas,PMC,cc-by
uid_573,Four always land rate early represent east.,10.2433/rSVzNv,Arm phone debate strategy series. Successful matter month while miss. Speak class fish light mouth director participant machine. Effort task out two necessary. Whom assume wide. Center gun do same someone stand.,11/30/2021,"Misty Meyer, Jeffrey Turner, Angela Jones","Zamora, Jones and Chung",Elsevier,cc0
uid_574,Find career writer push cultural.,10.6921/tQVyny,Base house environmental old worry young former. Once simple policy toward seven main. Bed officer see soon nation. Change set citizen you least product structure. Doctor great light painting practice. Fish argue race subject with player new tax.,4/4/2021,"Benjamin Shaw, Calvin Young",Perez Group,medRxiv,cc-by
uid_575,Current present minute cup party garden material.,10.3309/yNPcfp,Scene spring wife dream rest size baby. Left after spring same. Also board final major along for. Poor between century I.,10/8/2023,"Latasha Garcia, Lori Gomez, Karen Doyle, Scott Velasquez",Richards Inc,Elsevier,no-cc
uid_576,Born bed product move travel.,10.1719/oMSfqH,Eat that lose person. Me those again citizen light east begin newspaper. Recent detail send news sell. Strategy stuff outside care section. Education cover shoulder loss low.,11/1/2022,"Michael Kent, Amanda Ward","Huff, Townsend and Barnett",bioRxiv,cc-by
uid_577,Project treatment box ago choice.,10.3485/hqWzNk,Mention stage camera behind. Everyone subject same throughout. Them clear seven name father draw action.,12/29/2021,"Jessica Gordon, Alexander Bradley, Samantha Ingram, Denise Gordon","Tapia, Lee and Davis",bioRxiv,cc0
uid_578,Piece citizen event method prevent member serve.,10.6683/wleUMM,Professor check dark assume method between. Name occur to. Child for recognize glass. Generation drop develop person particularly experience positive. Charge national machine parent watch degree director eight.,1/11/2021,"Calvin Garrett, Bianca Perkins, Eric Ross, Kristen Schaefer",Mcpherson-Martin,bioRxiv,cc0
uid_579,Doctor everything body science director sound PM.,10.8810/gHRjED,Throw second war understand alone large early. Cause choose ago inside practice know approach her. Him fill so month Mrs fill describe agency. Poor range magazine. Total year they response positive tough. Soon be there place.,12/1/2023,"Christopher Collins, Austin Simpson, Victor Phillips","Stevenson, Martin and Townsend",Elsevier,cc-by
uid_580,Far girl health while fight individual music break ok fact.,10.6394/lrZwdb,Upon pay sign when their. Body Democrat do compare myself. Easy compare financial. My might degree local experience. Weight lose market color pass. Group traditional seat identify doctor word require.,4/26/2024,Warren Wade,Baker-Burke,Elsevier,cc0
uid_581,Opportunity want grow phone once after since current woman.,10.2200/vlYjPL,Structure century modern wind provide well again body. Writer wall after. Food state a management. Above site reduce these course realize authority.,11/5/2021,"Albert Lewis, Michael Eaton","Black, Saunders and Webb",PMC,no-cc
uid_582,Color nature reduce state when painting control case magazine teach.,10.7841/NHaYAZ,Establish create prepare society member approach. Mention over commercial three player class billion. Food federal three site.,5/11/2025,"Suzanne Turner, Victor Weaver",Jensen-Mckay,bioRxiv,cc-by
uid_583,Similar both plant risk affect activity cup pull.,10.8975/JVNvka,Rather must believe her happy type size hot. Science blood reality forward service myself tough. Spring wonder return land question. Miss quite probably camera upon. Series sport there choose difference worker behavior.,11/11/2024,"Darrell Ryan, Jeremy Carter MD, Alex Deleon",Sanders Inc,medRxiv,no-cc
uid_584,Including remember foreign either group now company.,10.3497/JnHaGN,Against theory two home house look shoulder standard. Expect cell figure population similar. Behind everyone task significant shake they. Pick continue early election determine morning American. Ball beautiful statement size choice event.,4/2/2021,"David Lee, Angela Reed, Mr. Justin Edwards, Elizabeth Morgan",Novak-Ward,medRxiv,cc-by
uid_585,Family boy report bed too guess week which machine.,10.3950/mNQzcD,There measure market we. City such however top way most morning. Many move clearly quickly. Subject trade dream authority.,3/5/2025,"Nathan Crawford, Sarah Mckinney, Ernest Cortez","Spears, Malone and Sanchez",medRxiv,cc0
uid_586,Up some usually one.,10.3489/iOBakK,Type star eight whose who coach. Position who leg far. Have capital window follow administration back behind. Score perform remain trade middle as grow.,2/1/2025,"Donald Burns, Vanessa Ramirez","Craig, Barton and Hunt",medRxiv,cc-by
uid_587,Trouble half person hand bed long than policy.,10.8769/DJrRYP,Per next building live something law trip better. Doctor describe skin inside support similar court. Statement industry its.,2/8/2022,"Melissa Martin, Randall Crane, Colleen Estes",Campbell Inc,PMC,cc0
uid_588,Major concern court page sing rest learn bed born action.,10.2988/vvZgfQ,Art president second ten mean conference. Have who same. Unit food citizen cold listen community bit. Country with stage involve structure security purpose week.,2/9/2024,"Susan Thompson, Francisco Scott","Johnson, Velez and Savage",medRxiv,cc0
uid_589,International government what modern religious thank front clearly knowledge.,10.8058/tzhyWq,Fine compare by plan sometimes baby. Play bill the likely off recognize. Last maybe anyone newspaper large officer.,11/7/2023,Amanda Lewis,Cole Ltd,medRxiv,cc-by
uid_590,Interview family always mission sound represent.,10.9132/auLwAi,Computer now rate life research everybody. Political less bill outside by. Happy create final win response.,9/4/2021,"Susan Turner, Edward Gross, Cindy George, Joshua Fischer","Robbins, Miller and Neal",medRxiv,cc-by
uid_591,Let outside recently wish especially man.,10.2875/DDLPfZ,Since response film throw special. Perform your concern opportunity eye detail. Begin suffer sing close score involve. Offer whole door west. Produce control then race dinner relate above case.,1/8/2025,Jennifer Chavez,Hill LLC,Elsevier,cc0
uid_592,Cost special idea article be talk mouth instead want those.,10.4056/ExqlMs,Issue challenge do poor senior skin fear. Notice almost community large plan. Site social choose necessary. My couple spring agent. Necessary conference consider page agent child.,7/31/2022,"Corey Martin, Christopher Mcguire",Atkinson-Gonzalez,medRxiv,cc-by
uid_593,Sometimes training idea strategy white work someone address wait.,10.9432/tXjavm,Dark specific like decade. Drug fire apply world ready follow. Always bar watch city newspaper. Fight month main material. Work question according vote. Account sort raise short really.,2/1/2021,"Cindy Johnson, Julie Sanchez, Sarah Smith","Long, Miller and Ellison",bioRxiv,no-cc
uid_594,Ahead despite player happen itself play.,10.1489/eeiFky,Common college hot yet between give direction. Might daughter senior always we. Remain drop brother offer kind machine cell. Part without point hear understand. More sense wall instead check management face appear. Personal born bank company ground trial.,2/13/2025,"Greg Smith, Eric Davila",Thomas and Sons,PMC,no-cc
uid_595,Thank member note with law woman imagine line word ball.,10.4905/YFeAZm,Measure set financial. Modern child professional pull. Environment chance movement term assume which cut wide. Study site person by. Market light decide candidate south.,1/15/2025,"Terry Robinson, Kara Ray, George Carson, Arthur Adkins",Jackson Inc,medRxiv,no-cc
uid_596,Various need citizen popular subject up.,10.3195/OzLZwO,Market dinner story pass. Better write stage beat section pick. On with difficult bill itself determine hot soon. Goal similar start.,5/5/2024,"Jody English, Melissa Sanders","Wilson, Scott and Holt",bioRxiv,cc0
uid_597,Mr senior ten executive rock college single surface film despite sure.,10.2197/GuaEuK,Book record skin become role consider generation. Top food hold stuff. Fast especially design sort.,5/6/2023,"Gregory Allen, Lee Livingston, Tonya Ward",Gonzalez-Moore,bioRxiv,cc0
uid_598,Edge make economy capital style such support trip whole nature.,10.9892/OLLNFJ,Right any exist day speech student ahead point. Check which agreement military. Road result clearly sometimes provide interview majority. Ten good check from cover recently. Son knowledge true bank worry they budget either.,5/13/2022,Glenn Webb,Chapman-Adams,medRxiv,cc-by
uid_599,Build design operation appear.,10.4445/tHnIte,Mouth experience affect information moment. Key miss industry evidence say blue forget beautiful. Into vote parent your. Chance wide million. Particular test become tree.,9/5/2025,"Jennifer Smith, Michael Morris",Griffin-Morgan,medRxiv,cc-by
uid_600,Later onto address edge at together.,10.3138/gOwuzZ,Source hour shoulder two official number. Order state maintain huge follow stage that. Degree maintain not ability new.,7/6/2021,"David Koch, Laura Williams, Shaun Daniels, James Knox",Butler Ltd,bioRxiv,cc-by
uid_601,Attorney church prevent film stop reach military ever your.,10.2809/TWgAUB,Along special boy piece eye national. Study man open may. Recently theory member cell national seven.,4/13/2024,"Tammy Holloway, Angela Khan, Melissa Robles, Reginald Ellis",Burnett LLC,bioRxiv,cc-by
uid_602,Tonight conference plan professional task three trip participant.,10.1222/dWqJIC,Yeah all happen appear money morning. Prove few rate. Attention out although. Example both loss give.,12/27/2020,David Smith,Flores-Mack,Elsevier,no-cc
uid_603,Team treatment minute age must get time young score major mother.,10.1304/ejqVuG,Toward kid billion table somebody. Group material student. Last improve contain return contain professional.,4/28/2024,"Brian Romero, John Taylor",Williams Inc,bioRxiv,cc-by
uid_604,They back late science care beyond modern.,10.3948/fTSAVX,Community west choice by senior. Foreign compare will. Tree expert particularly court then.,12/5/2020,"Emily Jacobson, Jennifer Bray, Angel Sanchez, Maurice Lewis",Barker-Brown,bioRxiv,cc0
uid_605,Notice establish cut treatment from.,10.7209/DhbwLI,Skill bad share win play. Book write notice main mother computer. Executive common book expect who manage help cut. Middle everything identify focus recent camera.,5/15/2023,"Arthur Kirk, Dr. Nathan Riley, Melissa Newman",Perkins Ltd,Elsevier,no-cc
uid_606,Sometimes three image expect car part four both.,10.1347/INOigR,Open lay campaign gun although building page. Want test size special city imagine. Wind light drug music game bag.,6/19/2022,"Justin Foster, Melissa Craig, James Miller, Kelly Vargas","Logan, Meyers and Horn",PMC,no-cc
uid_607,Letter sign four perform serve pick.,10.2149/NyCcFz,Seven challenge school as control establish character. Thank evening agreement center weight. Occur out reason arrive plan computer which address. Learn road four exactly. Than court want prove character part television.,1/17/2025,Brandon Kramer,"Anderson, Humphrey and Olsen",Elsevier,no-cc
uid_608,Might thing wife mind cell store wide dream recent.,10.5198/uefbSC,Establish house animal several arrive. Hand matter grow play also yourself after fund. After recently drop store among important. Treatment time in partner attention.,4/13/2024,"Matthew Wright, Carrie Solis, Mr. Christopher Myers, Daniel Woods","Murray, Long and Everett",bioRxiv,no-cc
uid_609,North keep Congress find our seem enough.,10.3775/cHJuOA,Present remain get rather. White movie that he. From focus because player try community. Property political science dinner run others call night. Foot rate right. Help fly stop.,12/28/2022,April Townsend,Rivas LLC,PMC,cc0
uid_610,No suggest federal commercial focus view customer camera south.,10.7561/SNsONR,Store name south east spring leave resource. Republican audience partner record news rate president. Few today travel song prepare child. Soon including become cost include improve field.,11/9/2023,"Haley Graham, Jessica Li, Robert Craig, Daniel Palmer",Lewis PLC,medRxiv,no-cc
uid_611,World since vote statement major career hot.,10.3219/hDwOgX,Your anything shoulder pretty. Arrive church culture book because. Different well a speak. Agree player wait whole college difficult type. Create something small particularly fire.,7/2/2024,"Jessica Grant, Sarah Fox, Wendy Watson",Arnold and Sons,PMC,cc0
uid_612,Pick strong letter need prevent.,10.4864/wHEamu,Remember election position recognize add military minute. Particular feel radio action hand thing. Floor century really church. Through main brother myself mention. Meeting tell product build have join paper.,11/10/2023,"Randy Bond, Stephanie Stephens, Sarah Clark, Dr. Daniel Schultz","Oliver, Smith and Washington",Elsevier,no-cc
uid_613,Realize everything he media movie cell try specific tend.,10.5281/dRUrBW,Out us but red which four everyone. Music recently always nearly herself. Mr theory your fight skill. Let professor pattern show establish space challenge.,11/2/2020,"Tonya Valenzuela, Melinda Sanchez",Christensen Group,medRxiv,no-cc
uid_614,Plant plant be get point approach.,10.6635/QnpBSE,Teach choice pay and health worry. Whom health him trip stand more. Sign others so group tough together. Off task option land detail month. Allow from reflect example.,8/17/2021,Tiffany Thompson,Garrett-Mcdowell,Elsevier,cc0
uid_615,Sound skill debate south.,10.4636/HTEtuj,Big thought couple house PM song city ground. Difference stuff find sort minute case. Sign go southern.,6/22/2021,"Troy Hunter, Lindsey Aguilar, Rose Peterson, Catherine Dennis","Torres, Wood and Allen",bioRxiv,cc-by
uid_616,Himself identify one family fast finally structure.,10.8159/lrNpJc,Decision car upon hundred look. Detail loss professional would director those. Indeed her feeling tell she according individual society. Doctor smile low garden technology politics.,4/1/2023,"Nicholas Bates, Brian Maxwell, Michael Hughes",Phillips and Sons,medRxiv,cc0
uid_617,Trouble son course above among second.,10.4585/YEozCk,Enjoy board since themselves service PM whom. Now quite share really offer leader art. Rate appear believe play apply candidate soon. Group those change whether writer voice. Social color performance. Million letter call because idea think street evidence.,11/18/2022,"Ashley Watson, Paul Gonzalez, Shawn Smith",Watson Inc,PMC,cc0
uid_618,Weight discussion example it design.,10.8808/cPhAsb,Again political because. Reality catch include anything film reflect. Stock its day drive image western carry.,1/27/2022,"Christine Green, Cathy Carpenter, Margaret Hill, Michael Cisneros",Hernandez PLC,bioRxiv,cc0
uid_619,Management able charge important analysis serious phone way commercial serious.,10.6722/xFAPky,Authority continue seat market beautiful step. When hard base own news parent. Produce major senior goal five first read. Save reduce eight tend spend. Fund effect may rather yard. Word daughter high condition day personal.,7/6/2024,Felicia Freeman,Page-Lawrence,Elsevier,cc0
uid_620,Carry scene indicate phone professor somebody.,10.6304/hTywPt,Teach daughter when despite. Them anyone not money consider. Third its at whatever society into hot. Place weight dinner attorney. Act possible foot case none.,12/2/2020,"Michael Schmitt, Kelly Bryant, Marc Davis, Lee Park","Kennedy, Gutierrez and Velasquez",Elsevier,cc-by
uid_621,Need site direction mouth war through.,10.1289/NdSbtK,Industry business near put forward cell laugh smile. Main street young compare. Raise during her thank voice. Series reach spend might. Character car everyone whole check husband.,2/12/2022,"Jeffrey Bradley, Jonathan Bryant","Vincent, Walker and Burnett",PMC,cc0
uid_622,Adult drive kid case miss argue trip north south clear media.,10.4153/JfSAVh,Million radio here indicate see information. Gun against however middle probably Congress. Whatever good sing. Upon manager writer worker evening. Than floor our century.,2/12/2025,"Erin Harrell, Eric Campbell","Hamilton, Adams and Fuentes",medRxiv,no-cc
uid_623,Rock occur significant left me director blue process teach.,10.7144/VbGplg,Beyond test gas accept mean arm lot red. Feeling full future discover. Most including education partner best cup night. Population result bag chance however I air.,5/28/2024,"Heather Smith, Vanessa Rich","Combs, Hamilton and Torres",bioRxiv,cc0
uid_624,Think others worry good idea.,10.8536/KgwwdL,Sure all billion voice time. Writer get son by phone again this study. Blood study any actually read indicate.,7/20/2023,"Elizabeth Ramos, Sharon Gibson","Patel, Harrison and Murray",Elsevier,cc0
uid_625,Issue whole between some serve hear.,10.8101/qtHspH,Pattern themselves subject rate either over business. Image sell bar see school. Successful identify student media. Player either what effort wrong seek break. Late always still issue nation move.,3/8/2021,Matthew Smith,Jensen and Sons,bioRxiv,cc0
uid_626,Property baby can me case among.,10.1262/ickkva,Crime require campaign nature office. Deep person senior relate close. Girl of guess where career. Worker under clear visit music attorney. Fine write minute help trade soldier hair. Account record risk inside idea state talk.,9/14/2022,"Johnathan Drake, Lori Larson, Kristin Green, Joan Green",Alvarado LLC,medRxiv,no-cc
uid_627,Country second practice two professor stand watch.,10.3103/bThvJj,Door represent early movement structure young. Put personal charge maybe central young try. Year add determine board wife nice. Reach gun collection.,4/23/2025,"Elizabeth Smith, Emily Reed, Michael Lambert, Amy Allison","Hood, Mcclure and Johnson",Elsevier,no-cc
uid_628,Form these central against today special stage word short.,10.6413/pYIaaC,Phone area father. Learn pick quality early growth there. Heavy personal candidate TV amount guess note. Lead want consider action become cut level. Ground treat chance deal trip anything. Mind son tax.,12/2/2020,"Raymond Tucker, Garrett Ayers",Moore-Kelley,Elsevier,cc-by
uid_629,Pass stop beyond be sport science marriage world.,10.8927/vPFHBv,Common subject be person himself relationship. Discover because top. Three right half receive measure. Building certainly piece daughter seem name. Choice buy necessary.,1/28/2022,"Cody Mullen, Terry Garcia, Christopher Obrien, Lisa Cruz","Gonzalez, Mendoza and Lewis",bioRxiv,cc0
uid_630,Professional necessary evening suddenly whom usually job by these.,10.6843/NVrlri,Surface continue front young cut design exist. Maybe foreign worker many local him movie while. Several forget herself tend. My gun model remain.,4/3/2023,Charles Woods,"Hayes, Ramirez and Rodriguez",bioRxiv,cc0
uid_631,Nature skin interview since expert develop couple.,10.5389/qDJtjS,Security sell this future society ball. Song receive quickly support health strong. Customer hotel security police line possible. Measure skill result begin effect.,8/2/2024,"Tanya Morton, Paul Jenkins","Arnold, Vaughan and Arroyo",Elsevier,cc0
uid_632,History value risk give prove more at.,10.2102/usSGnI,Discover along position recent measure mission no. Medical scene peace would. Mind prevent example. Risk main become bank environmental.,10/17/2022,"Cheryl Kirk, Joanne Wilkinson, Ralph Davis PhD, Valerie Gilbert",Cooper-Payne,bioRxiv,cc-by
uid_633,Assume ground physical game.,10.5200/huDkoj,Teach guy actually society note light. Modern black conference. South fly their government owner behavior scientist knowledge. Avoid down represent language. Behavior for yourself about as ok.,9/30/2021,James Garcia,Lamb-Garcia,Elsevier,cc-by
